 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
   33    7       6723.740   4.000E-03   6.300E-01
   33    8       6886.390   2.800E-02   4.900E-01
   33    9       7010.820   2.200E-02   3.500E-01
   33   10       7094.850   0.000E+00   2.100E-01
   33   11       9734.060   0.000E+00   6.300E-01
   33   12      10321.510   1.200E-02   4.900E-01
   33   13      10774.830   8.000E-03   3.500E-01
   33   14      21279.990   0.000E+00   4.900E-01
   33   15      22111.940   0.000E+00   3.500E-01
   33   16      23137.170   0.000E+00   2.100E-01
   33   17      25831.480   0.000E+00   3.500E-01
   33   18      37078.680   0.000E+00   7.700E-01
   33   19      45216.110   0.000E+00   9.100E-01
   33   20      34499.810   0.000E+00   2.100E-01
   33   21      37216.170   0.000E+00   6.300E-01
   33   22      40121.630   0.000E+00   7.700E-01
   33   23      42790.820   0.000E+00   4.900E-01
   33   24      44846.810   0.000E+00   6.300E-01
   33   25      34974.040   0.000E+00   3.500E-01
   33   26      38045.600   0.000E+00   2.100E-01
   33   27      40630.900   0.000E+00   7.000E-02
   33   28      62176.800   0.000E+00   6.300E-01
   33   29      72730.450   0.000E+00   4.900E-01
   33   30      82614.590   0.000E+00   3.500E-01
   33   31     187374.340   0.000E+00   7.700E-01
   33   32     399530.150   0.000E+00   6.300E-01
   34    1       4414.930   0.000E+00   1.170E+00
   34    2       4497.520   0.000E+00   9.100E-01
   34    3       4556.550   0.000E+00   6.500E-01
   34    4       4595.100   0.000E+00   3.900E-01
   34    5       4614.170   0.000E+00   1.300E-01
   34    6       6360.450   4.320E+02   1.430E+00
   34    7       6547.220   0.000E+00   1.170E+00
   34    8       6701.350   0.000E+00   9.100E-01
   34    9       6819.130   0.000E+00   6.500E-01
   34   10       6898.600   0.000E+00   3.900E-01
   34   11       9368.410   0.000E+00   1.170E+00
   34   12       9911.320   0.000E+00   9.100E-01
   34   13      10328.600   0.000E+00   6.500E-01
   34   14      19607.010   0.000E+00   9.100E-01
   34   15      20311.130   0.000E+00   6.500E-01
   34   16      21172.910   0.000E+00   3.900E-01
   34   17      23407.080   0.000E+00   6.500E-01
   34   18      32279.580   0.000E+00   1.430E+00
   34   19      38276.530   0.000E+00   1.690E+00
   34   20      30307.320   0.000E+00   3.900E-01
   34   21      32383.730   0.000E+00   1.170E+00
   34   22      34561.570   0.000E+00   1.430E+00
   34   23      36524.130   0.000E+00   9.100E-01
   34   24      38011.550   0.000E+00   1.170E+00
   34   25      30672.680   0.000E+00   6.500E-01
   34   26      33009.940   0.000E+00   3.900E-01
   34   27      34938.810   0.000E+00   1.300E-01
   34   28      49769.000   0.000E+00   1.170E+00
   34   29      56309.290   0.000E+00   9.100E-01
   34   30      62057.610   0.000E+00   6.500E-01
   34   31     106991.120   0.000E+00   1.430E+00
   34   32     153548.510   0.000E+00   1.170E+00
   34   33     249397.700   0.000E+00   9.100E-01
   35    1       4377.160   2.950E+04   5.906E-03
   35    2       4458.330   0.000E+00   3.500E-01
   35    3       4516.330   0.000E+00   2.500E-01
   35    4       4554.200   0.000E+00   1.500E-01
   35    5       4572.930   0.000E+00   5.000E-02
   35    6       6282.350   6.260E+02   5.500E-01
   35    7       6464.500   5.600E+04   4.500E-01
   35    8       6614.720   0.000E+00   3.500E-01
   35    9       6729.440   0.000E+00   2.500E-01
   35   10       6806.820   0.000E+00   1.500E-01
   35   11       9199.950   0.000E+00   4.500E-01
   35   12       9722.970   0.000E+00   3.500E-01
   35   13      10124.220   0.000E+00   2.500E-01
   35   14      18883.350   0.000E+00   3.500E-01
   35   15      19535.590   0.000E+00   2.500E-01
   35   16      20331.530   0.000E+00   1.500E-01
   35   17      22383.060   0.000E+00   2.500E-01
   35   18      30363.880   0.000E+00   5.500E-01
   35   19      35612.280   0.000E+00   6.500E-01
   35   20      28612.420   0.000E+00   1.500E-01
   35   21      30456.020   0.000E+00   4.500E-01
   35   22      32374.610   0.000E+00   5.500E-01
   35   23      34090.490   0.000E+00   3.500E-01
   35   24      35382.800   0.000E+00   4.500E-01
   35   25      28937.840   0.000E+00   2.500E-01
   35   26      31009.250   0.000E+00   1.500E-01
   35   27      32705.390   0.000E+00   5.000E-02
   35   28      45356.900   0.000E+00   4.500E-01
   35   29      50726.430   0.000E+00   3.500E-01
   35   30      55344.660   0.000E+00   2.500E-01
   35   31      88486.960   0.000E+00   5.500E-01
   35   32     118103.770   0.000E+00   4.500E-01
   35   33     167667.360   0.000E+00   3.500E-01
   35   34     511631.950   0.000E+00   6.500E-01
   36    1       4348.450   1.230E+02   9.900E-01
   36    2       4428.550   3.410E+04   1.560E-02
   36    3       4485.780   0.000E+00   5.500E-01
   36    4       4523.140   0.000E+00   3.300E-01
   36    5       4541.610   0.000E+00   1.100E-01
   36    6       6223.390   0.000E+00   1.210E+00
   36    7       6402.090   8.690E+02   9.900E-01
   36    8       6549.380   0.000E+00   7.700E-01
   36    9       6661.830   0.000E+00   5.500E-01
   36   10       6737.650   0.000E+00   3.300E-01
   36   11       9074.060   0.000E+00   9.900E-01
   36   12       9582.460   0.000E+00   7.700E-01
   36   13       9971.970   0.000E+00   5.500E-01
   36   14      18360.500   0.000E+00   7.700E-01
   36   15      18976.520   0.000E+00   5.500E-01
   36   16      19726.690   0.000E+00   3.300E-01
   36   17      21652.190   0.000E+00   5.500E-01
   36   18      29034.380   0.000E+00   1.210E+00
   36   19      33797.190   0.000E+00   1.430E+00
   36   20      27428.880   0.000E+00   3.300E-01
   36   21      29118.620   0.000E+00   9.900E-01
   36   22      30867.570   0.000E+00   1.210E+00
   36   23      32423.580   0.000E+00   7.700E-01
   36   24      33590.430   0.000E+00   9.900E-01
   36   25      27727.800   0.000E+00   5.500E-01
   36   26      29623.920   0.000E+00   3.300E-01
   36   27      31168.130   0.000E+00   1.100E-01
   36   28      42453.070   0.000E+00   9.900E-01
   36   29      47121.690   0.000E+00   7.700E-01
   36   30      51081.260   0.000E+00   5.500E-01
   36   31      78069.130   0.000E+00   1.210E+00
   36   32     100248.720   0.000E+00   9.900E-01
   36   33     133828.500   0.000E+00   7.700E-01
   36   34     288801.160   0.000E+00   1.430E+00
   36   35     663103.590   0.000E+00   5.500E-01
   37    1       4326.950   5.160E+07   2.700E-01
   37    2       4406.250   2.950E+02   2.100E-01
   37    3       4462.900   2.950E+04   3.756E-03
   37    4       4499.880   0.000E+00   9.000E-02
   37    5       4518.170   0.000E+00   3.000E-02
   37    6       6179.450   0.000E+00   3.300E-01
   37    7       6355.590   7.870E+00   2.700E-01
   37    8       6500.730   4.640E+02   2.100E-01
   37    9       6611.500   0.000E+00   1.500E-01
   37   10       6686.180   0.000E+00   9.000E-02
   37   11       8980.940   0.000E+00   2.700E-01
   37   12       9478.680   0.000E+00   2.100E-01
   37   13       9859.620   0.000E+00   1.500E-01
   37   14      17983.220   0.000E+00   2.100E-01
   37   15      18573.790   0.000E+00   1.500E-01
   37   16      19291.850   0.000E+00   9.000E-02
   37   17      21129.440   0.000E+00   1.500E-01
   37   18      28102.080   0.000E+00   3.300E-01
   37   19      32540.560   0.000E+00   3.900E-01
   37   20      26595.360   0.000E+00   9.000E-02
   37   21      28180.990   0.000E+00   2.700E-01
   37   22      29815.960   0.000E+00   3.300E-01
   37   23      31265.270   0.000E+00   2.100E-01
   37   24      32348.850   0.000E+00   2.700E-01
   37   25      26876.290   0.000E+00   1.500E-01
   37   26      28654.020   0.000E+00   9.000E-02
   37   27      30096.300   0.000E+00   3.000E-02
   37   28      40489.040   0.000E+00   2.700E-01
   37   29      44714.180   0.000E+00   2.100E-01
   37   30      48264.250   0.000E+00   1.500E-01
   37   31      71675.440   0.000E+00   3.300E-01
   37   32      89945.770   0.000E+00   2.700E-01
   37   33     116078.360   0.000E+00   2.100E-01
   37   34     217145.360   0.000E+00   3.900E-01
   37   35     377261.680   0.000E+00   1.500E-01
   37   36     875181.600   0.000E+00   3.300E-01
   38    1       4311.740   0.000E+00   8.100E-01
   38    2       4390.480   1.810E+03   6.582E-04
   38    3       4446.720   2.440E+02   4.500E-01
   38    4       4483.430   2.090E+04   8.132E-03
   38    5       4501.580   0.000E+00   9.000E-02
   38    6       6148.460   0.000E+00   9.900E-01
   38    7       6322.820   0.000E+00   8.100E-01
   38    8       6466.450   0.000E+00   6.300E-01
   38    9       6576.040   3.060E+02   4.500E-01
   38   10       6649.920   3.640E+01   2.700E-01
   38   11       8915.640   0.000E+00   8.100E-01
   38   12       9405.960   0.000E+00   6.300E-01
   38   13       9780.970   0.000E+00   4.500E-01
   38   14      17723.280   0.000E+00   6.300E-01
   38   15      18296.620   0.000E+00   4.500E-01
   38   16      18993.000   0.000E+00   2.700E-01
   38   17      20771.480   0.000E+00   4.500E-01
   38   18      27472.410   0.000E+00   9.900E-01
   38   19      31699.260   0.000E+00   1.170E+00
   38   20      26030.730   0.000E+00   2.700E-01
   38   21      27547.820   0.000E+00   8.100E-01
   38   22      29108.120   0.000E+00   9.900E-01
   38   23      30487.830   0.000E+00   6.300E-01
   38   24      31517.310   0.000E+00   8.100E-01
   38   25      26299.800   0.000E+00   4.500E-01
   38   26      27999.660   0.000E+00   2.700E-01
   38   27      29375.240   0.000E+00   9.000E-02
   38   28      39194.720   0.000E+00   8.100E-01
   38   29      43140.880   0.000E+00   6.300E-01
   38   30      46436.310   0.000E+00   4.500E-01
   38   31      67716.820   0.000E+00   9.900E-01
   38   32      83798.340   0.000E+00   8.100E-01
   38   33     106039.250   0.000E+00   6.300E-01
   38   34     184474.280   0.000E+00   1.170E+00
   38   35     288493.720   0.000E+00   4.500E-01
   38   36     510667.850   0.000E+00   9.900E-01
   38   37    1226091.220   0.000E+00   2.700E-01
   39    1       4302.030   0.000E+00   9.000E-02
   39    2       4380.410   0.000E+00   7.000E-02
   39    3       4436.390   4.720E+03   1.968E-04
   39    4       4472.930   1.120E+02   3.000E-02
   39    5       4491.000   1.190E+04   5.146E-04
   39    6       6128.740   0.000E+00   1.100E-01
   39    7       6301.960   0.000E+00   9.000E-02
   39    8       6444.640   0.000E+00   7.000E-02
   39    9       6553.490   0.000E+00   5.000E-02
   39   10       6626.850   2.340E+02   3.000E-02
   39   11       8874.230   0.000E+00   9.000E-02
   39   12       9359.880   0.000E+00   7.000E-02
   39   13       9731.150   0.000E+00   5.000E-02
   39   14      17560.380   0.000E+00   7.000E-02
   39   15      18123.070   0.000E+00   5.000E-02
   39   16      18806.060   0.000E+00   3.000E-02
   39   17      20548.090   0.000E+00   5.000E-02
   39   18      27082.990   0.000E+00   1.100E-01
   39   19      31181.920   0.000E+00   1.300E-01
   39   20      25680.840   0.000E+00   3.000E-02
   39   21      27156.280   0.000E+00   9.000E-02
   39   22      28671.310   0.000E+00   1.100E-01
   39   23      30008.980   0.000E+00   7.000E-02
   39   24      31005.840   0.000E+00   9.000E-02
   39   25      25942.690   0.000E+00   5.000E-02
   39   26      27595.260   0.000E+00   3.000E-02
   39   27      28930.440   0.000E+00   1.000E-02
   39   28      38406.840   0.000E+00   9.000E-02
   39   29      42188.290   0.000E+00   7.000E-02
   39   30      45334.490   0.000E+00   5.000E-02
   39   31      65398.930   0.000E+00   1.100E-01
   39   32      80277.440   0.000E+00   9.000E-02
   39   33     100463.540   0.000E+00   7.000E-02
   39   34     168231.220   0.000E+00   1.300E-01
   39   35     250647.300   0.000E+00   5.000E-02
   39   36     402964.200   0.000E+00   1.100E-01
   39   37     746831.570   0.000E+00   3.000E-02
   39   38    1910621.140   0.000E+00   9.000E-02
   40    1       4297.310   0.000E+00   6.300E-01
   40    2       4375.510   0.000E+00   4.900E-01
   40    3       4431.370   0.000E+00   3.500E-01
   40    4       4467.820   0.000E+00   2.100E-01
   40    5       4485.850   0.000E+00   7.000E-02
   40    6       6119.160   0.000E+00   7.700E-01
   40    7       6291.830   0.000E+00   6.300E-01
   40    8       6434.050   0.000E+00   4.900E-01
   40    9       6542.530   0.000E+00   3.500E-01
   40   10       6615.650   0.000E+00   2.100E-01
   40   11       8854.160   0.000E+00   6.300E-01
   40   12       9337.560   0.000E+00   4.900E-01
   40   13       9707.020   0.000E+00   3.500E-01
   40   14      17481.960   0.000E+00   4.900E-01
   40   15      18039.550   0.000E+00   3.500E-01
   40   16      18716.140   0.000E+00   2.100E-01
   40   17      20440.800   0.000E+00   3.500E-01
   40   18      26896.910   0.000E+00   7.700E-01
   40   19      30935.500   0.000E+00   9.100E-01
   40   20      25513.470   0.000E+00   2.100E-01
   40   21      26969.190   0.000E+00   6.300E-01
   40   22      28462.850   0.000E+00   7.700E-01
   40   23      29780.690   0.000E+00   4.900E-01
   40   24      30762.190   0.000E+00   6.300E-01
   40   25      25771.900   0.000E+00   3.500E-01
   40   26      27402.100   0.000E+00   2.100E-01
   40   27      28718.200   0.000E+00   7.000E-02
   40   28      38033.690   0.000E+00   6.300E-01
   40   29      41738.470   0.000E+00   4.900E-01
   40   30      44815.500   0.000E+00   3.500E-01
   40   31      64324.320   0.000E+00   7.700E-01
   40   32      78664.280   0.000E+00   6.300E-01
   40   33      97949.810   0.000E+00   4.900E-01
   40   34     161299.430   0.000E+00   9.100E-01
   40   35     235564.600   0.000E+00   3.500E-01
   40   36     365355.530   0.000E+00   7.700E-01
   40   37     627179.450   0.000E+00   2.100E-01
   40   38    1283960.760   0.000E+00   6.300E-01
   40   39    3914660.400   0.000E+00   7.000E-02
   41    1       4378.600   0.000E+00   4.500E-01
   41    2       4459.820   3.000E-03   3.500E-01
   41    3       4517.860   0.000E+00   2.500E-01
   41    4       4555.760   0.000E+00   1.500E-01
   41    5       4574.510   0.000E+00   5.000E-02
   41    6       6285.320   0.000E+00   5.500E-01
   41    7       6467.640   0.000E+00   4.500E-01
   41    8       6618.010   0.000E+00   3.500E-01
   41    9       6732.840   0.000E+00   2.500E-01
   41   10       6810.300   0.000E+00   1.500E-01
   41   11       9206.320   1.300E-02   4.500E-01
   41   12       9730.080   0.000E+00   3.500E-01
   41   13      10131.930   0.000E+00   2.500E-01
   41   14      18910.200   5.700E-02   3.500E-01
   41   15      19564.330   3.100E-02   2.500E-01
   41   16      20362.660   7.000E-03   1.500E-01
   41   17      22420.800   0.000E+00   2.500E-01
   41   18      30433.370   0.000E+00   5.500E-01
   41   19      35707.910   0.000E+00   6.500E-01
   41   20      28674.110   0.000E+00   1.500E-01
